Item_Name, Price
★ StatTrak™ M9 Bayonet | Autotronic (Battle-Scarred), 889.70
Glock-18 | Moonrise (Factory New), 1.61
Glock-18 | Moonrise (Minimal Wear), 0.92
Glock-18 | Moonrise (Field-Tested), 0.50
Glock-18 | Moonrise (Well-Worn), 0.39
Glock-18 | Moonrise (Battle-Scarred), 0.45
StatTrak™ Glock-18 | Moonrise (Factory New), 5.90
StatTrak™ Glock-18 | Moonrise (Minimal Wear), 2.51
StatTrak™ Glock-18 | Moonrise (Field-Tested), 0.90
StatTrak™ Glock-18 | Moonrise (Well-Worn), 1.71
StatTrak™ Glock-18 | Moonrise (Battle-Scarred), 1.04
★ Shadow Daggers | Night (Factory New), 640.00
★ Shadow Daggers | Night (Minimal Wear), 100.00
★ Shadow Daggers | Night (Field-Tested), 96.77
★ Shadow Daggers | Night (Well-Worn), 94.00
★ Shadow Daggers | Night (Battle-Scarred), 94.36
★ StatTrak™ Shadow Daggers | Night (Factory New), 0
★ StatTrak™ Shadow Daggers | Night (Minimal Wear), 136.88
★ StatTrak™ Shadow Daggers | Night (Field-Tested), 102.66
★ StatTrak™ Shadow Daggers | Night (Well-Worn), 136.75
★ StatTrak™ Shadow Daggers | Night (Battle-Scarred), 116.35
★ Navaja Knife | Night Stripe (Factory New), 169.99
★ Navaja Knife | Night Stripe (Minimal Wear), 98.42
★ Navaja Knife | Night Stripe (Field-Tested), 91.16
★ Navaja Knife | Night Stripe (Well-Worn), 91.38
★ Navaja Knife | Night Stripe (Battle-Scarred), 92.25
★ StatTrak™ Navaja Knife | Night Stripe (Factory New), 450.00
★ StatTrak™ Navaja Knife | Night Stripe (Minimal Wear), 98.55
★ StatTrak™ Navaja Knife | Night Stripe (Field-Tested), 98.55
★ StatTrak™ Navaja Knife | Night Stripe (Well-Worn), 119.99
★ StatTrak™ Navaja Knife | Night Stripe (Battle-Scarred), 110.29
M4A4 | Polysoup (Factory New), 19.43
M4A4 | Polysoup (Minimal Wear), 12.04
M4A4 | Polysoup (Field-Tested), 6.74
M4A4 | Polysoup (Well-Worn), 6.29
M4A4 | Polysoup (Battle-Scarred), 5.86
AWP | Neo-Noir (Factory New), 28.95
AWP | Neo-Noir (Minimal Wear), 23.88
AWP | Neo-Noir (Field-Tested), 21.32
AWP | Neo-Noir (Well-Worn), 21.27
AWP | Neo-Noir (Battle-Scarred), 20.68
StatTrak™ AWP | Neo-Noir (Factory New), 79.77
StatTrak™ AWP | Neo-Noir (Minimal Wear), 58.46
StatTrak™ AWP | Neo-Noir (Field-Tested), 46.00
StatTrak™ AWP | Neo-Noir (Well-Worn), 49.47
StatTrak™ AWP | Neo-Noir (Battle-Scarred), 49.34
★ Flip Knife | Doppler (Factory New), 470.58
★ Flip Knife | Doppler (Minimal Wear), 496.31
★ StatTrak™ Flip Knife | Doppler (Factory New), 480.06
★ StatTrak™ Flip Knife | Doppler (Minimal Wear), 574.92
★ Classic Knife | Forest DDPAT (Factory New), 269.35
★ Classic Knife | Forest DDPAT (Minimal Wear), 130.11
★ Classic Knife | Forest DDPAT (Field-Tested), 131.13
★ Classic Knife | Forest DDPAT (Well-Worn), 132.23
★ Classic Knife | Forest DDPAT (Battle-Scarred), 127.30
★ StatTrak™ Classic Knife | Forest DDPAT (Factory New), 0
★ StatTrak™ Classic Knife | Forest DDPAT (Minimal Wear), 143.59
★ StatTrak™ Classic Knife | Forest DDPAT (Field-Tested), 129.08
★ StatTrak™ Classic Knife | Forest DDPAT (Well-Worn), 161.40
★ StatTrak™ Classic Knife | Forest DDPAT (Battle-Scarred), 131.03
★ Butterfly Knife | Night (Factory New), 1,586.25
★ Butterfly Knife | Night (Minimal Wear), 1,015.57
★ Butterfly Knife | Night (Field-Tested), 871.42
★ Butterfly Knife | Night (Well-Worn), 814.48
★ Butterfly Knife | Night (Battle-Scarred), 770.00
★ StatTrak™ Butterfly Knife | Night (Factory New), 7,500.00
★ StatTrak™ Butterfly Knife | Night (Minimal Wear), 985.59
★ StatTrak™ Butterfly Knife | Night (Field-Tested), 881.23
★ StatTrak™ Butterfly Knife | Night (Well-Worn), 818.17
★ StatTrak™ Butterfly Knife | Night (Battle-Scarred), 752.88
AUG | Snake Pit (Factory New), 0.08
AUG | Snake Pit (Minimal Wear), 0.03
AUG | Snake Pit (Field-Tested), 0.01
AUG | Snake Pit (Well-Worn), 0.02
AUG | Snake Pit (Battle-Scarred), 0.01
AUG | Snake Pit (Souvenir Factory New), 0.17
AUG | Snake Pit (Souvenir Minimal Wear), 0.06
AUG | Snake Pit (Souvenir Field-Tested), 0.01
AUG | Snake Pit (Souvenir Well-Worn), 0.20
AUG | Snake Pit (Souvenir Battle-Scarred), 0.02
MP9 | Hot Rod (Factory New), 152.21
MP9 | Hot Rod (Minimal Wear), 179.80
MP9 | Hot Rod (Souvenir Factory New), 166.07
MP9 | Hot Rod (Souvenir Minimal Wear), 155.38
M4A1-S | VariCamo (Factory New), 0.92
M4A1-S | VariCamo (Minimal Wear), 0.71
M4A1-S | VariCamo (Field-Tested), 0.49
M4A1-S | VariCamo (Well-Worn), 0.41
M4A1-S | VariCamo (Battle-Scarred), 0.40
M4A1-S | VariCamo (Souvenir Factory New), 36.98
M4A1-S | VariCamo (Souvenir Minimal Wear), 21.42
M4A1-S | VariCamo (Souvenir Field-Tested), 15.67
M4A1-S | VariCamo (Souvenir Well-Worn), 18.00
M4A1-S | VariCamo (Souvenir Battle-Scarred), 17.24
★ Bayonet | Slaughter (Factory New), 539.10
★ Bayonet | Slaughter (Minimal Wear), 463.36
★ Bayonet | Slaughter (Field-Tested), 403.47
★ StatTrak™ Bayonet | Slaughter (Factory New), 589.20
★ StatTrak™ Bayonet | Slaughter (Minimal Wear), 536.86
★ StatTrak™ Bayonet | Slaughter (Field-Tested), 429.00
★ Skeleton Knife | Vanilla (Normal), 647.32
★ StatTrak™ Skeleton Knife | Vanilla (StatTrak), 618.73
AK-47 | Hydroponic (Factory New), 1,899.68
AK-47 | Hydroponic (Minimal Wear), 1,437.32
AK-47 | Hydroponic (Field-Tested), 943.54
AK-47 | Hydroponic (Well-Worn), 698.12
AK-47 | Hydroponic (Battle-Scarred), 602.30
★ Falchion Knife | Night (Factory New), 269.29
★ Falchion Knife | Night (Minimal Wear), 139.48
★ Falchion Knife | Night (Field-Tested), 120.68
★ Falchion Knife | Night (Well-Worn), 115.31
★ Falchion Knife | Night (Battle-Scarred), 114.52
★ StatTrak™ Falchion Knife | Night (Factory New), 0
★ StatTrak™ Falchion Knife | Night (Minimal Wear), 223.22
★ StatTrak™ Falchion Knife | Night (Field-Tested), 124.73
★ StatTrak™ Falchion Knife | Night (Well-Worn), 131.47
★ StatTrak™ Falchion Knife | Night (Battle-Scarred), 143.73
AK-47 | Neon Rider (Factory New), 142.84
AK-47 | Neon Rider (Minimal Wear), 80.42
AK-47 | Neon Rider (Field-Tested), 38.83
AK-47 | Neon Rider (Well-Worn), 39.70
AK-47 | Neon Rider (Battle-Scarred), 33.47
StatTrak™ AK-47 | Neon Rider (Factory New), 311.99
StatTrak™ AK-47 | Neon Rider (Minimal Wear), 162.00
StatTrak™ AK-47 | Neon Rider (Field-Tested), 82.89
StatTrak™ AK-47 | Neon Rider (Well-Worn), 83.39
StatTrak™ AK-47 | Neon Rider (Battle-Scarred), 87.34
★ Driver Gloves | Racing Green (Factory New), 250.86
★ Driver Gloves | Racing Green (Minimal Wear), 114.29
★ Driver Gloves | Racing Green (Field-Tested), 57.01
★ Driver Gloves | Racing Green (Well-Worn), 59.20
★ Driver Gloves | Racing Green (Battle-Scarred), 58.06
MP9 | Rose Iron (Factory New), 7.19
MP9 | Rose Iron (Minimal Wear), 5.87
MP9 | Rose Iron (Field-Tested), 5.47
StatTrak™ MP9 | Rose Iron (Factory New), 15.66
StatTrak™ MP9 | Rose Iron (Minimal Wear), 11.56
StatTrak™ MP9 | Rose Iron (Field-Tested), 11.72
★ Butterfly Knife | Forest DDPAT (Factory New), 944.52
★ Butterfly Knife | Forest DDPAT (Minimal Wear), 760.41
★ Butterfly Knife | Forest DDPAT (Field-Tested), 727.14
★ Butterfly Knife | Forest DDPAT (Well-Worn), 700.86
★ Butterfly Knife | Forest DDPAT (Battle-Scarred), 696.75
★ StatTrak™ Butterfly Knife | Forest DDPAT (Factory New), 1,600.00
★ StatTrak™ Butterfly Knife | Forest DDPAT (Minimal Wear), 752.54
★ StatTrak™ Butterfly Knife | Forest DDPAT (Field-Tested), 697.99
★ StatTrak™ Butterfly Knife | Forest DDPAT (Well-Worn), 697.99
★ StatTrak™ Butterfly Knife | Forest DDPAT (Battle-Scarred), 719.34
AWP | Graphite (Factory New), 134.15
AWP | Graphite (Minimal Wear), 128.94
StatTrak™ AWP | Graphite (Factory New), 338.84
StatTrak™ AWP | Graphite (Minimal Wear), 284.84
★ Sport Gloves | Slingshot (Factory New), 5,749.28
★ Sport Gloves | Slingshot (Minimal Wear), 2,043.46
★ Sport Gloves | Slingshot (Field-Tested), 774.93
★ Sport Gloves | Slingshot (Well-Worn), 568.08
★ Sport Gloves | Slingshot (Battle-Scarred), 324.15
★ Karambit | Tiger Tooth (Factory New), 1,222.75
★ Karambit | Tiger Tooth (Minimal Wear), 1,201.87
★ StatTrak™ Karambit | Tiger Tooth (Factory New), 1,192.45
★ StatTrak™ Karambit | Tiger Tooth (Minimal Wear), 1,499.99
★ M9 Bayonet | Crimson Web (Factory New), 5,492.00
★ M9 Bayonet | Crimson Web (Minimal Wear), 1,256.49
★ M9 Bayonet | Crimson Web (Field-Tested), 717.89
★ M9 Bayonet | Crimson Web (Well-Worn), 647.32
★ M9 Bayonet | Crimson Web (Battle-Scarred), 674.66
★ StatTrak™ M9 Bayonet | Crimson Web (Factory New), 27,377.57
★ StatTrak™ M9 Bayonet | Crimson Web (Minimal Wear), 1,215.56
★ StatTrak™ M9 Bayonet | Crimson Web (Field-Tested), 713.64
★ StatTrak™ M9 Bayonet | Crimson Web (Well-Worn), 742.16
★ StatTrak™ M9 Bayonet | Crimson Web (Battle-Scarred), 670.00
★ Hand Wraps | Desert Shamagh (Factory New), 395.45
★ Hand Wraps | Desert Shamagh (Minimal Wear), 120.98
★ Hand Wraps | Desert Shamagh (Field-Tested), 97.78
★ Hand Wraps | Desert Shamagh (Well-Worn), 92.38
★ Hand Wraps | Desert Shamagh (Battle-Scarred), 88.06
AUG | Sweeper (Factory New), 0.03
AUG | Sweeper (Minimal Wear), 0.01
AUG | Sweeper (Field-Tested), 0.01
AUG | Sweeper (Well-Worn), 0.01
AUG | Sweeper (Battle-Scarred), 0.01
AUG | Sweeper (Souvenir Factory New), 0.10
AUG | Sweeper (Souvenir Minimal Wear), 0.03
AUG | Sweeper (Souvenir Field-Tested), 0.01
AUG | Sweeper (Souvenir Well-Worn), 0.05
AUG | Sweeper (Souvenir Battle-Scarred), 0.02
AK-47 | First Class (Factory New), 127.30
AK-47 | First Class (Minimal Wear), 106.80
AK-47 | First Class (Field-Tested), 82.13
AK-47 | First Class (Well-Worn), 75.23
AK-47 | First Class (Battle-Scarred), 73.28
★ Karambit | Night (Factory New), 1,779.54
★ Karambit | Night (Minimal Wear), 866.95
★ Karambit | Night (Field-Tested), 724.50
★ Karambit | Night (Well-Worn), 685.44
★ Karambit | Night (Battle-Scarred), 655.09
★ StatTrak™ Karambit | Night (Factory New), 0
★ StatTrak™ Karambit | Night (Minimal Wear), 821.32
★ StatTrak™ Karambit | Night (Field-Tested), 734.00
★ StatTrak™ Karambit | Night (Well-Worn), 676.49
★ StatTrak™ Karambit | Night (Battle-Scarred), 669.90
★ Gut Knife | Vanilla (Normal), 129.49
★ StatTrak™ Gut Knife | Vanilla (StatTrak), 128.53
FAMAS | Doomkitty (Minimal Wear), 3.97
FAMAS | Doomkitty (Field-Tested), 3.94
StatTrak™ FAMAS | Doomkitty (Minimal Wear), 4.45
StatTrak™ FAMAS | Doomkitty (Field-Tested), 4.10
MAC-10 | Commuter (Factory New), 18.45
MAC-10 | Commuter (Minimal Wear), 9.71
MAC-10 | Commuter (Field-Tested), 9.29
MAC-10 | Commuter (Well-Worn), 8.14
MAC-10 | Commuter (Battle-Scarred), 10.69
★ Navaja Knife | Doppler (Factory New), 177.48
★ Navaja Knife | Doppler (Minimal Wear), 196.15
★ StatTrak™ Navaja Knife | Doppler (Factory New), 205.79
★ StatTrak™ Navaja Knife | Doppler (Minimal Wear), 294.99
★ Paracord Knife | Vanilla (Normal), 184.66
★ StatTrak™ Paracord Knife | Vanilla (StatTrak), 172.61
★ Stiletto Knife | Rust Coat (Well-Worn), 235.30
★ Stiletto Knife | Rust Coat (Battle-Scarred), 230.58
★ StatTrak™ Stiletto Knife | Rust Coat (Well-Worn), 230.78
★ StatTrak™ Stiletto Knife | Rust Coat (Battle-Scarred), 220.50
USP-S | Flashback (Factory New), 1.26
USP-S | Flashback (Minimal Wear), 0.70
USP-S | Flashback (Field-Tested), 0.51
USP-S | Flashback (Well-Worn), 0.57
USP-S | Flashback (Battle-Scarred), 0.78
StatTrak™ USP-S | Flashback (Factory New), 3.33
StatTrak™ USP-S | Flashback (Minimal Wear), 1.85
StatTrak™ USP-S | Flashback (Field-Tested), 1.08
StatTrak™ USP-S | Flashback (Well-Worn), 1.78
StatTrak™ USP-S | Flashback (Battle-Scarred), 2.59
★ Kukri Knife | Blue Steel (Factory New), 374.97
★ Kukri Knife | Blue Steel (Minimal Wear), 248.42
★ Kukri Knife | Blue Steel (Field-Tested), 232.50
★ Kukri Knife | Blue Steel (Well-Worn), 211.90
★ Kukri Knife | Blue Steel (Battle-Scarred), 212.50
★ StatTrak™ Kukri Knife | Blue Steel (Factory New), 355.98
★ StatTrak™ Kukri Knife | Blue Steel (Minimal Wear), 247.44
★ StatTrak™ Kukri Knife | Blue Steel (Field-Tested), 222.01
★ StatTrak™ Kukri Knife | Blue Steel (Well-Worn), 212.29
★ StatTrak™ Kukri Knife | Blue Steel (Battle-Scarred), 214.99
★ Stiletto Knife | Blue Steel (Factory New), 424.35
★ Stiletto Knife | Blue Steel (Minimal Wear), 336.15
★ Stiletto Knife | Blue Steel (Field-Tested), 312.83
★ Stiletto Knife | Blue Steel (Well-Worn), 294.92
★ Stiletto Knife | Blue Steel (Battle-Scarred), 296.22
★ StatTrak™ Stiletto Knife | Blue Steel (Factory New), 520.17
★ StatTrak™ Stiletto Knife | Blue Steel (Minimal Wear), 323.87
★ StatTrak™ Stiletto Knife | Blue Steel (Field-Tested), 299.78
★ StatTrak™ Stiletto Knife | Blue Steel (Well-Worn), 300.00
★ StatTrak™ Stiletto Knife | Blue Steel (Battle-Scarred), 294.02
Desert Eagle | Hand Cannon (Factory New), 417.48
Desert Eagle | Hand Cannon (Minimal Wear), 362.68
Desert Eagle | Hand Cannon (Field-Tested), 394.02
Desert Eagle | Hand Cannon (Well-Worn), 677.73
Desert Eagle | Hand Cannon (Battle-Scarred), 683.98
Desert Eagle | Hand Cannon (Souvenir Factory New), 602.03
Desert Eagle | Hand Cannon (Souvenir Minimal Wear), 260.98
Desert Eagle | Hand Cannon (Souvenir Field-Tested), 196.57
Desert Eagle | Hand Cannon (Souvenir Well-Worn), 425.73
Desert Eagle | Hand Cannon (Souvenir Battle-Scarred), 183.42
M4A1-S | Emphorosaur-S (Factory New), 2.44
M4A1-S | Emphorosaur-S (Minimal Wear), 0.98
M4A1-S | Emphorosaur-S (Field-Tested), 0.38
M4A1-S | Emphorosaur-S (Well-Worn), 0.67
M4A1-S | Emphorosaur-S (Battle-Scarred), 0.37
StatTrak™ M4A1-S | Emphorosaur-S (Factory New), 8.47
StatTrak™ M4A1-S | Emphorosaur-S (Minimal Wear), 3.10
StatTrak™ M4A1-S | Emphorosaur-S (Field-Tested), 1.79
StatTrak™ M4A1-S | Emphorosaur-S (Well-Worn), 1.94
StatTrak™ M4A1-S | Emphorosaur-S (Battle-Scarred), 1.73
★ Bayonet | Gamma Doppler (Factory New), 808.87
★ Bayonet | Gamma Doppler (Minimal Wear), 828.80
★ StatTrak™ Bayonet | Gamma Doppler (Factory New), 821.32
★ StatTrak™ Bayonet | Gamma Doppler (Minimal Wear), 1,066.21
AK-47 | The Empress (Factory New), 145.64
AK-47 | The Empress (Minimal Wear), 55.00
AK-47 | The Empress (Field-Tested), 31.86
AK-47 | The Empress (Well-Worn), 26.58
AK-47 | The Empress (Battle-Scarred), 25.33
StatTrak™ AK-47 | The Empress (Factory New), 281.01
StatTrak™ AK-47 | The Empress (Minimal Wear), 122.52
StatTrak™ AK-47 | The Empress (Field-Tested), 77.88
StatTrak™ AK-47 | The Empress (Well-Worn), 64.42
StatTrak™ AK-47 | The Empress (Battle-Scarred), 61.43
★ Talon Knife | Case Hardened (Factory New), 806.62
★ Talon Knife | Case Hardened (Minimal Wear), 588.44
★ Talon Knife | Case Hardened (Field-Tested), 535.25
★ Talon Knife | Case Hardened (Well-Worn), 450.00
★ Talon Knife | Case Hardened (Battle-Scarred), 443.85
★ StatTrak™ Talon Knife | Case Hardened (Factory New), 1,232.67
★ StatTrak™ Talon Knife | Case Hardened (Minimal Wear), 578.35
★ StatTrak™ Talon Knife | Case Hardened (Field-Tested), 490.74
★ StatTrak™ Talon Knife | Case Hardened (Well-Worn), 599.50
★ StatTrak™ Talon Knife | Case Hardened (Battle-Scarred), 477.00
AK-47 | Bloodsport (Factory New), 165.18
AK-47 | Bloodsport (Minimal Wear), 147.55
AK-47 | Bloodsport (Field-Tested), 137.31
AK-47 | Bloodsport (Well-Worn), 127.50
StatTrak™ AK-47 | Bloodsport (Factory New), 299.99
StatTrak™ AK-47 | Bloodsport (Minimal Wear), 244.78
StatTrak™ AK-47 | Bloodsport (Field-Tested), 208.28
StatTrak™ AK-47 | Bloodsport (Well-Worn), 197.37
M4A4 | Jungle Tiger (Factory New), 66.80
M4A4 | Jungle Tiger (Minimal Wear), 9.94
M4A4 | Jungle Tiger (Field-Tested), 5.43
M4A4 | Jungle Tiger (Well-Worn), 6.16
M4A4 | Jungle Tiger (Battle-Scarred), 6.76
M4A1-S | Wash me plz (Factory New), 0.43
M4A1-S | Wash me plz (Minimal Wear), 0.21
M4A1-S | Wash me plz (Field-Tested), 0.14
M4A1-S | Wash me plz (Well-Worn), 0.16
M4A1-S | Wash me plz (Battle-Scarred), 0.12
★ Huntsman Knife | Freehand (Factory New), 154.68
★ Huntsman Knife | Freehand (Minimal Wear), 140.14
★ Huntsman Knife | Freehand (Field-Tested), 127.64
★ Huntsman Knife | Freehand (Well-Worn), 123.88
★ Huntsman Knife | Freehand (Battle-Scarred), 125.93
★ StatTrak™ Huntsman Knife | Freehand (Factory New), 177.95
★ StatTrak™ Huntsman Knife | Freehand (Minimal Wear), 147.00
★ StatTrak™ Huntsman Knife | Freehand (Field-Tested), 132.09
★ StatTrak™ Huntsman Knife | Freehand (Well-Worn), 136.82
★ StatTrak™ Huntsman Knife | Freehand (Battle-Scarred), 300.00
★ Gut Knife | Scorched (Factory New), 250.00
★ Gut Knife | Scorched (Minimal Wear), 108.78
★ Gut Knife | Scorched (Field-Tested), 113.32
★ Gut Knife | Scorched (Well-Worn), 106.75
★ Gut Knife | Scorched (Battle-Scarred), 109.20
★ StatTrak™ Gut Knife | Scorched (Factory New), 0
★ StatTrak™ Gut Knife | Scorched (Minimal Wear), 120.00
★ StatTrak™ Gut Knife | Scorched (Field-Tested), 121.55
★ StatTrak™ Gut Knife | Scorched (Well-Worn), 180.43
★ StatTrak™ Gut Knife | Scorched (Battle-Scarred), 138.63
M4A4 | Bullet Rain (Factory New), 84.91
M4A4 | Bullet Rain (Minimal Wear), 29.76
M4A4 | Bullet Rain (Field-Tested), 16.73
M4A4 | Bullet Rain (Well-Worn), 14.80
M4A4 | Bullet Rain (Battle-Scarred), 60.52
StatTrak™ M4A4 | Bullet Rain (Factory New), 164.19
StatTrak™ M4A4 | Bullet Rain (Minimal Wear), 72.94
StatTrak™ M4A4 | Bullet Rain (Field-Tested), 51.49
StatTrak™ M4A4 | Bullet Rain (Well-Worn), 44.39
StatTrak™ M4A4 | Bullet Rain (Battle-Scarred), 290.00
★ Gut Knife | Marble Fade (Factory New), 180.22
★ Gut Knife | Marble Fade (Minimal Wear), 220.09
★ StatTrak™ Gut Knife | Marble Fade (Factory New), 213.00
★ StatTrak™ Gut Knife | Marble Fade (Minimal Wear), 218.88
★ Bowie Knife | Scorched (Factory New), 162.00
★ Bowie Knife | Scorched (Minimal Wear), 120.53
★ Bowie Knife | Scorched (Field-Tested), 119.46
★ Bowie Knife | Scorched (Well-Worn), 112.29
★ Bowie Knife | Scorched (Battle-Scarred), 112.56
★ StatTrak™ Bowie Knife | Scorched (Factory New), 0
★ StatTrak™ Bowie Knife | Scorched (Minimal Wear), 163.52
★ StatTrak™ Bowie Knife | Scorched (Field-Tested), 125.20
★ StatTrak™ Bowie Knife | Scorched (Well-Worn), 135.24
★ StatTrak™ Bowie Knife | Scorched (Battle-Scarred), 171.39
★ Paracord Knife | Fade (Factory New), 351.72
★ Paracord Knife | Fade (Minimal Wear), 361.38
★ StatTrak™ Paracord Knife | Fade (Factory New), 367.78
★ StatTrak™ Paracord Knife | Fade (Minimal Wear), 500.00
USP-S | Serum (Factory New), 43.40
USP-S | Serum (Minimal Wear), 31.03
USP-S | Serum (Field-Tested), 28.53
StatTrak™ USP-S | Serum (Factory New), 50.55
StatTrak™ USP-S | Serum (Minimal Wear), 39.92
StatTrak™ USP-S | Serum (Field-Tested), 42.65
★ Flip Knife | Gamma Doppler (Factory New), 637.08
★ Flip Knife | Gamma Doppler (Minimal Wear), 646.92
★ StatTrak™ Flip Knife | Gamma Doppler (Factory New), 640.63
★ StatTrak™ Flip Knife | Gamma Doppler (Minimal Wear), 657.06
★ Flip Knife | Marble Fade (Factory New), 428.45
★ Flip Knife | Marble Fade (Minimal Wear), 457.13
★ StatTrak™ Flip Knife | Marble Fade (Factory New), 423.54
★ StatTrak™ Flip Knife | Marble Fade (Minimal Wear), 465.28
AWP | Atheris (Factory New), 12.97
AWP | Atheris (Minimal Wear), 5.77
AWP | Atheris (Field-Tested), 3.41
AWP | Atheris (Well-Worn), 2.34
AWP | Atheris (Battle-Scarred), 2.65
StatTrak™ AWP | Atheris (Factory New), 32.85
StatTrak™ AWP | Atheris (Minimal Wear), 13.96
StatTrak™ AWP | Atheris (Field-Tested), 7.95
StatTrak™ AWP | Atheris (Well-Worn), 6.51
StatTrak™ AWP | Atheris (Battle-Scarred), 6.59
★ M9 Bayonet | Freehand (Factory New), 696.59
★ M9 Bayonet | Freehand (Minimal Wear), 662.33
★ M9 Bayonet | Freehand (Field-Tested), 598.29
★ M9 Bayonet | Freehand (Well-Worn), 559.52
★ M9 Bayonet | Freehand (Battle-Scarred), 544.12
★ StatTrak™ M9 Bayonet | Freehand (Factory New), 672.11
★ StatTrak™ M9 Bayonet | Freehand (Minimal Wear), 655.21
★ StatTrak™ M9 Bayonet | Freehand (Field-Tested), 590.35
★ StatTrak™ M9 Bayonet | Freehand (Well-Worn), 533.72
★ StatTrak™ M9 Bayonet | Freehand (Battle-Scarred), 1,368.87
★ Navaja Knife | Safari Mesh (Factory New), 206.15
★ Navaja Knife | Safari Mesh (Minimal Wear), 95.39
★ Navaja Knife | Safari Mesh (Field-Tested), 88.63
★ Navaja Knife | Safari Mesh (Well-Worn), 92.37
★ Navaja Knife | Safari Mesh (Battle-Scarred), 90.53
